epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
54,38525.1,0.65461,0.51719,1.03211,0.96927,0.97543,0.98733,0.86448,0.60432,0.37634,1.00507,0.00131566,0.00131566,0.00131566
55,39235.9,0.65509,0.51813,1.03194,0.96976,0.97444,0.98748,0.86455,0.6043,0.37635,1.00521,0.00123182,0.00123182,0.00123182
56,39946,0.65373,0.51351,1.03042,0.96982,0.97466,0.98753,0.86489,0.60437,0.37641,1.00519,0.00114996,0.00114996,0.00114996
57,40655.2,0.65561,0.51987,1.03165,0.96928,0.97476,0.98757,0.86469,0.60421,0.37651,1.00518,0.00107023,0.00107023,0.00107023
58,41364.7,0.65355,0.51408,1.03153,0.97033,0.97484,0.98761,0.86489,0.60417,0.37655,1.00518,0.000992742,0.000992742,0.000992742
59,42073.9,0.65517,0.51701,1.03064,0.97113,0.97413,0.98757,0.86515,0.60407,0.37651,1.00509,0.000917616,0.000917616,0.000917616
60,42783.3,0.6528,0.51563,1.03065,0.97001,0.97466,0.98753,0.86497,0.60426,0.37635,1.00511,0.000844968,0.000844968,0.000844968
61,43492.1,0.65014,0.50831,1.02836,0.9707,0.97448,0.9876,0.86518,0.60426,0.37635,1.00506,0.000774911,0.000774911,0.000774911
62,44201.5,0.65162,0.51294,1.02917,0.97106,0.97462,0.98766,0.86521,0.60417,0.37613,1.00502,0.000707552,0.000707552,0.000707552
63,44911.2,0.65254,0.51456,1.02848,0.97187,0.97469,0.98762,0.86562,0.60403,0.37615,1.00489,0.000642995,0.000642995,0.000642995
64,45621.6,0.64712,0.511,1.02787,0.97311,0.9735,0.98768,0.86601,0.604,0.37605,1.00476,0.000581341,0.000581341,0.000581341
65,46331.8,0.65033,0.51363,1.02899,0.97349,0.97322,0.98761,0.86588,0.60412,0.37606,1.00487,0.000522683,0.000522683,0.000522683
66,47042.2,0.64955,0.50911,1.02913,0.9729,0.97332,0.9876,0.86559,0.60407,0.37589,1.00477,0.000467113,0.000467113,0.000467113
67,47752.1,0.64834,0.50898,1.02739,0.97292,0.97334,0.9876,0.86562,0.60396,0.37573,1.00466,0.000414716,0.000414716,0.000414716
68,48462.3,0.64742,0.50877,1.02671,0.97186,0.97382,0.9876,0.8656,0.60377,0.37579,1.00454,0.000365572,0.000365572,0.000365572
69,49170.5,0.648,0.50931,1.02824,0.97349,0.97296,0.98758,0.8658,0.60389,0.37599,1.00464,0.000319759,0.000319759,0.000319759
70,49879.2,0.6423,0.50481,1.02574,0.97395,0.97269,0.98763,0.86607,0.60383,0.37566,1.0046,0.000277346,0.000277346,0.000277346
71,50599.3,0.62602,0.40746,1.01118,0.97359,0.97393,0.98768,0.86586,0.60357,0.37553,1.00445,0.000238398,0.000238398,0.000238398
72,51307.7,0.62073,0.39798,1.00657,0.97332,0.97403,0.98769,0.86645,0.60344,0.37519,1.00434,0.000202976,0.000202976,0.000202976
73,52016.1,0.61237,0.39138,1.00352,0.9745,0.97231,0.9877,0.86636,0.60321,0.37509,1.00419,0.000171135,0.000171135,0.000171135
74,52724.7,0.61465,0.39215,1.00538,0.97473,0.97305,0.98771,0.86683,0.60268,0.37457,1.004,0.000142923,0.000142923,0.000142923
75,53433.8,0.6155,0.38882,1.00394,0.9746,0.97363,0.98773,0.86732,0.6024,0.37432,1.00382,0.000118384,0.000118384,0.000118384
76,54142.9,0.61537,0.38977,1.00336,0.97545,0.97364,0.98783,0.86798,0.60181,0.37377,1.00356,9.75564e-05,9.75564e-05,9.75564e-05
77,54852.6,0.6133,0.38885,1.00349,0.97493,0.97457,0.98808,0.868,0.6014,0.37302,1.00329,8.04714e-05,8.04714e-05,8.04714e-05
78,55562.1,0.61179,0.38656,1.00545,0.97571,0.97385,0.98814,0.86837,0.60096,0.37242,1.00302,6.71556e-05,6.71556e-05,6.71556e-05
79,56271.5,0.61381,0.38917,1.00168,0.97536,0.97355,0.98808,0.86878,0.60044,0.37204,1.00269,5.76296e-05,5.76296e-05,5.76296e-05
80,56982.1,0.61282,0.38508,0.99937,0.97533,0.97335,0.98803,0.86865,0.59999,0.37172,1.00254,5.19081e-05,5.19081e-05,5.19081e-05
