epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
65,28350.2,0.6925,0.54345,1.07481,0.98529,0.99031,0.99175,0.89405,0.53887,0.30986,0.97759,0.00294239,0.00294239,0.00294239
66,28785.2,0.69361,0.53774,1.07396,0.98551,0.9904,0.99178,0.89498,0.5383,0.30901,0.97679,0.00280275,0.00280275,0.00280275
67,29220,0.68531,0.52855,1.06674,0.98591,0.99042,0.99182,0.8954,0.53757,0.30804,0.97572,0.00266532,0.00266532,0.00266532
68,29657.1,0.6901,0.53145,1.06735,0.98568,0.99059,0.99183,0.89555,0.53698,0.30709,0.97485,0.00253024,0.00253024,0.00253024
69,30093.1,0.68002,0.5232,1.06671,0.98513,0.99096,0.99187,0.89641,0.53623,0.30625,0.97391,0.00239766,0.00239766,0.00239766
70,30527.4,0.67493,0.51668,1.06305,0.9855,0.99086,0.99195,0.89697,0.53559,0.30512,0.97296,0.00226769,0.00226769,0.00226769
71,30962.3,0.67138,0.51006,1.05683,0.98561,0.99088,0.992,0.89722,0.53486,0.30424,0.97195,0.00214046,0.00214046,0.00214046
72,31396.5,0.66859,0.50705,1.06025,0.98568,0.99102,0.99203,0.89784,0.5341,0.30339,0.97098,0.00201611,0.00201611,0.00201611
73,31834.3,0.66371,0.49873,1.05544,0.98569,0.99108,0.99209,0.89815,0.53311,0.30257,0.96979,0.00189475,0.00189475,0.00189475
74,32269.8,0.66161,0.49764,1.05475,0.98563,0.99108,0.9921,0.8989,0.53252,0.30179,0.9689,0.00177651,0.00177651,0.00177651
75,32704.1,0.66114,0.49238,1.05208,0.98559,0.99109,0.99214,0.89887,0.53169,0.30111,0.96792,0.00166149,0.00166149,0.00166149
76,33138.4,0.65323,0.4899,1.04847,0.98534,0.99119,0.99218,0.89936,0.53104,0.30036,0.96694,0.00154982,0.00154982,0.00154982
77,33572.3,0.65329,0.48276,1.04547,0.9851,0.99129,0.99219,0.89931,0.53054,0.29973,0.96616,0.00144161,0.00144161,0.00144161
78,34010.2,0.64852,0.48409,1.04262,0.98514,0.99135,0.99223,0.8997,0.52992,0.29923,0.96532,0.00133695,0.00133695,0.00133695
79,34444.8,0.64483,0.47671,1.04146,0.98502,0.9914,0.99225,0.90037,0.52926,0.29865,0.96442,0.00123596,0.00123596,0.00123596
80,34879.1,0.64266,0.47167,1.04041,0.98495,0.99144,0.99227,0.90076,0.52861,0.29788,0.96359,0.00113873,0.00113873,0.00113873
